frame,slot,direction,ue_id,rnti,cell_id,configured_beam_selection_strategy,beam_selection_strategy,selected_beam_index,best_beam_index,beam_hit,requested_beam_index_set,requested_beam_truth_classification,precoder_source,applied_precoder_source,requested_precoder_pmi,requested_precoder_pmi_truth_classification,applied_precoder_pmi,applied_precoder_pmi_type,applied_precoder_codebook_mode,requested_vs_applied_precoder_pmi_match_status,beamforming_applied,applied_beam_index_set,applied_beam_application_source,applied_beam_truth_classification,applied_precoder_pmi_application_source,applied_precoder_pmi_truth_classification,precoding_mode,precoding_application_stage,precoding_active,explicit_beam_weights_applied,transform_precoding_applied,precoding_num_ports,precoding_num_layers,precoding_matrix_rows,precoding_matrix_cols,runtime_evidence,source_artifact_ref,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,beam_id,block_id,pipeline_id,producer_module,status_code,status_classification,source_tensor_ref,derived_flag,active_flag
9,9,UL,17,17,5,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,UL,21,21,5,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,UL,25,25,5,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,UL,27,27,5,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,UL,28,28,5,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,UL,30,30,5,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,UL,31,31,5,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,UL,36,36,5,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
9,9,UL,39,39,5,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
10,10,UL,3,3,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
10,10,UL,5,5,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
10,10,UL,9,9,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
10,10,UL,14,14,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
10,10,UL,19,19,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
10,10,UL,26,26,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
10,10,UL,40,40,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
10,10,UL,43,43,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
10,10,UL,47,47,1,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
10,10,UL,4,4,2,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
10,10,UL,6,6,2,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
10,10,UL,10,10,2,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
10,10,UL,29,29,2,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
10,10,UL,41,41,2,runtime_best_beam_per_link,runtime_best_beam_per_link,1,1,1,1|2,requested_reference,ul_pusch_native_codebook_tpmi,ul_pusch_native_codebook_tpmi,0,requested_reference,0,pusch_codebook,nr_pusch_codebook,requested_matches_runtime_applied,1,1,ul_pusch_native_codebook_tpmi_port_support,applied_runtime_value,ul_pusch_native_codebook_tpmi,applied_runtime_value,ul_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,1,0,0,2,1,2,1,persisted_air_interface_trial_row,air_interface/csv/ul_pusch_trials.csv,1,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,2756cfb,104729,not_recorded_by_active_beam_runtime_runtime,not_applicable,not_applicable,sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildBeamPrecoderTable,implemented,runtime_beam_precoder_trial_rows,not_applicable,0,1
