timestamp_sim_ms,frame,slot,cell_id,ue_id,harq_id,ndi,rv,tb_id,mcs,mod_order,code_rate,tbs_bits,allocated_prbs,allocated_symbols,rank,layers,beam_id,crc_pass,tb_bler_flag,decoder_iterations,soft_combining_round,goodput_bits,direction,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,drop_id,symbol,site_id,sector_id,bwp_id,carrier_id,layer_id,stream_id,block_id,pipeline_id,producer_module,status_code,status_classification,source_artifact_ref,source_tensor_ref,derived_flag,active_flag
NaN,9,9,NaN,46,NaN,NaN,NaN,0,18,6,0.455078125,1800,9,NaN,1,1,NaN,1,0,1,NaN,1800,"DL",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable","implemented","runtime_trials","air_interface/csv/dl_pdsch_trials.csv","not_applicable",1,1
NaN,9,9,NaN,27,NaN,NaN,NaN,0,8,2,0.587890625,768,9,NaN,1,1,NaN,1,0,1,NaN,768,"DL",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable","implemented","runtime_trials","air_interface/csv/dl_pdsch_trials.csv","not_applicable",1,1
NaN,9,9,NaN,11,NaN,NaN,NaN,0,4,2,0.30078125,384,9,NaN,1,1,NaN,0,1,8,NaN,0,"DL",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable","implemented","runtime_trials","air_interface/csv/dl_pdsch_trials.csv","not_applicable",1,1
NaN,9,9,NaN,1,NaN,NaN,NaN,0,0,2,0.1171875,304,9,NaN,1,2,NaN,1,0,2,NaN,304,"DL",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable","implemented","runtime_trials","air_interface/csv/dl_pdsch_trials.csv","not_applicable",1,1
NaN,9,9,NaN,17,NaN,NaN,NaN,0,0,2,0.1171875,304,9,NaN,1,2,NaN,0,1,8,NaN,0,"DL",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable","implemented","runtime_trials","air_interface/csv/dl_pdsch_trials.csv","not_applicable",1,1
NaN,9,9,NaN,21,NaN,NaN,NaN,0,0,2,0.1171875,304,9,NaN,2,2,NaN,1,0,2,NaN,304,"DL",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable","implemented","runtime_trials","air_interface/csv/dl_pdsch_trials.csv","not_applicable",1,1
NaN,9,9,NaN,25,NaN,NaN,NaN,0,0,2,0.1171875,304,9,NaN,1,2,NaN,0,1,8,NaN,0,"DL",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable","implemented","runtime_trials","air_interface/csv/dl_pdsch_trials.csv","not_applicable",1,1
NaN,9,9,NaN,28,NaN,NaN,NaN,0,0,2,0.1171875,304,9,NaN,2,2,NaN,1,0,2,NaN,304,"DL",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable","implemented","runtime_trials","air_interface/csv/dl_pdsch_trials.csv","not_applicable",1,1
NaN,9,9,NaN,31,NaN,NaN,NaN,0,0,2,0.1171875,144,9,NaN,1,1,NaN,1,0,1,NaN,144,"DL",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable","implemented","runtime_trials","air_interface/csv/dl_pdsch_trials.csv","not_applicable",1,1
NaN,9,9,NaN,36,NaN,NaN,NaN,0,0,2,0.1171875,304,9,NaN,1,2,NaN,1,0,2,NaN,304,"DL",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable","implemented","runtime_trials","air_interface/csv/dl_pdsch_trials.csv","not_applicable",1,1
NaN,9,9,NaN,48,NaN,NaN,NaN,0,0,2,0.1171875,304,9,NaN,1,2,NaN,0,1,8,NaN,0,"DL",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildTransportBlockTable","implemented","runtime_trials","air_interface/csv/dl_pdsch_trials.csv","not_applicable",1,1
